# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.replace.project.model.ms,1775718070813000000,1775718130816000000,0
workspaceModel.to.snapshot.ms,1775718070813000000,1775718130816000000,1
workspaceModel.initializing.ms,1775718070813000000,1775718130816000000,2
workspaceModel.loading.from.cache.ms,1775718070813000000,1775718130816000000,10
workspaceModel.init.bridges.ms,1775718070813000000,1775718130816000000,2
workspaceModel.check.recursive.update.ms,1775718070813000000,1775718130816000000,1
workspaceModel.update.unloaded.entities.ms,1775718070813000000,1775718130816000000,0
workspaceModel.updates.precise.ms,1775718070813000000,1775718130816000000,2
workspaceModel.loading.total.ms,1775718070813000000,1775718130816000000,17
FilePageCache.capacityInBytes,1775718070813000000,1775718130816000000,524288000
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1775718070813000000,1775718130816000000,5318
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1775718070813000000,1775718130816000000,33074
FilePageCache.disposedBuffers,1775718070813000000,1775718130816000000,0
DirectByteBufferAllocator.disposed,1775718070813000000,1775718130816000000,0
StreamlinedBlobStorage.recordsDeleted,1775718070813000000,1775718130816000000,0
DirectByteBufferAllocator.reclaimed,1775718070813000000,1775718130816000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775718070813000000,1775718130816000000,320897024
FilePageCache.maxCacheSizeInBytes,1775718070813000000,1775718130816000000,320897024
StreamlinedBlobStorage.recordsRelocated,1775718070813000000,1775718130816000000,0
FilePageCache.pageFastCacheHits,1775718070813000000,1775718130816000000,9220
FilePageCache.pageLoadsAboveSizeThreshold,1775718070813000000,1775718130816000000,0
FilePageCache.pageHits,1775718070813000000,1775718130816000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775718070813000000,1775718130816000000,0
FilePageCache.totalPageDisposalsUs,1775718070813000000,1775718130816000000,0
DirectByteBufferAllocator.misses,1775718070813000000,1775718130816000000,0
FilePageCache.uncachedFileAccess,1775718070813000000,1775718130816000000,4
FilePageCache.pageLoads,1775718070813000000,1775718130816000000,0
StorageLockContext.competingThreads.90P,1775718070813000000,1775718130816000000,0
StreamlinedBlobStorage.recordsAllocated,1775718070813000000,1775718130816000000,471
FilePageCache.totalPageLoadsUs,1775718070813000000,1775718130816000000,0
DirectByteBufferAllocator.hits,1775718070813000000,1775718130816000000,0
StorageLockContext.competingThreads.avg,1775718070813000000,1775718130816000000,0.0
FilePageCache.maxRegisteredFiles,1775718070813000000,1775718130816000000,666
StorageLockContext.competingThreads.max,1775718070813000000,1775718130816000000,0
AWTEventQueue.dispatchTimeTotalNS,1775718130816000000,1775718190816000000,84211402
FlushQueue.queueSize90P,1775718130816000000,1775718190816000000,0
FlushQueue.waitingTime90PNs,1775718130816000000,1775718190816000000,272383
AWTEventQueue.dispatchTime90PNs,1775718130816000000,1775718190816000000,148479
AWTEventQueue.dispatchTimeAvgNs,1775718130816000000,1775718190816000000,100613.27598566309
AWTEventQueue.eventsDispatched,1775718130816000000,1775718190816000000,837
NonBlockingReadAction.failedExecutionTimeUs,1775718130816000000,1775718190816000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1775718130816000000,1775718190816000000,0
AWTEventQueue.dispatchTimeMaxNs,1775718130816000000,1775718190816000000,3981311
FlushQueue.executionTimeMaxNs,1775718130816000000,1775718190816000000,2899967
FlushQueue.waitingTimeMaxNs,1775718130816000000,1775718190816000000,5406719
FlushQueue.executionTime90PNs,1775718130816000000,1775718190816000000,83967
NonBlockingReadAction.failedExecutionsCount,1775718130816000000,1775718190816000000,0
FlushQueue.executionTimeAvgNs,1775718130816000000,1775718190816000000,53493.06995884774
NonBlockingReadAction.finalizedExecutionsCount,1775718130816000000,1775718190816000000,0
FlushQueue.queueSizeMax,1775718130816000000,1775718190816000000,0
FlushQueue.queueSizeAvg,1775718130816000000,1775718190816000000,0.0
FlushQueue.tasksExecuted,1775718130816000000,1775718190816000000,243
FlushQueue.waitingTimeAvgNs,1775718130816000000,1775718190816000000,205660.70781893004
jps.load.project.to.empty.storage.ms,1775718130816000000,1775718190816000000,23
jps.modifiable.module.model.bridge.disposing.ms,1775718130816000000,1775718190816000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1775718130816000000,1775718190816000000,0
jps.global.initialize.library.bridges.ms,1775718130816000000,1775718190816000000,0
jps.artifact.entities.serializer.save.entities.ms,1775718130816000000,1775718190816000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1775718130816000000,1775718190816000000,11
workspaceModel.global.updates.count,1775718130816000000,1775718190816000000,0
workspaceModel.mutableEntityStorage.entities.ms,1775718130816000000,1775718190816000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1775718130816000000,1775718190816000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1775718130816000000,1775718190816000000,0
workspaceModel.sync.entities.ms,1775718130816000000,1775718190816000000,0
workspaceModel.moduleBridge.update.option.ms,1775718130816000000,1775718190816000000,0
jps.global.handle.before.change.events.ms,1775718130816000000,1775718190816000000,0
jps.library.entities.serializer.load.entities.ms,1775718130816000000,1775718190816000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1775718130816000000,1775718190816000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1775718130816000000,1775718190816000000,5
jps.app.storage.content.writer.save.component.ms,1775718130816000000,1775718190816000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775718130816000000,1775718190816000000,0
jps.storage.jps.conf.reader.load.component.ms,1775718130816000000,1775718190816000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1775718130816000000,1775718190816000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1775718130816000000,1775718190816000000,0
